Marca,Modello,Versione,Prezzo,Lunghezza,Larghezza,Altezza,Posti,Bagagliaio,Garanzia,Motorizzazione,Cilindrata cm³,Cilindri,Potenza CV/KW,Potenza termico CV/KW,Potenza omologata CV/KW,Coppia Nm,Velocità max km/h,Consumo medio l/100 km,Consumo medio kWh/100 km,Emissioni,Peso kg,Autonomia km,Capacità batteria kWh
Foton,Tunland V9,2.0 TDI Ultra,50.910,562,209,196,5,-,3/100.000,ibrida gasolio MHEV,1.968,4,159 CV/117 KW,nd,nd,400,nd,"10,5 l/100 Km",nd,276 G/KM,2.285-2.335,nd,nd
GWM,Ora 03,300 Pro,nd,425,185,160,5,228/858,3/100.000,elettrica,nd,nd,171 CV/126 KW,nd,nd,250,160,nd,"16,7 kWh/100 km",0 G/KM,1.540,310,47
GWM,Ora 03,400 Pro,nd,425,185,160,5,228/858,3/100.000,elettrica,nd,nd,171 CV/126 KW,nd,nd,250,160,nd,"16,8 kWh/100 km",0 G/KM,1.540-1.580,400,63
GWM,Ora 03,GT,nd,425,185,160,5,228/858,3/100.000,elettrica,nd,nd,171 CV/126 KW,nd,nd,250,160,nd,"16,8 kWh/100 km",0 G/KM,1.540-1.580,400,63
GWM,Ora 07,64 kWh,nd,487,185,150,5,-,3/100.000,elettrica,nd,nd,204 CV/150 KW,nd,nd,340,170,nd,"16,5 kWh/100 km",0 G/KM,1.990,nd,64
GWM,Ora 07,64 kWh AWD,nd,487,185,150,5,-,3/100.000,elettrica,nd,nd,408 CV/300 KW,nd,nd,340,nd,nd,n.d. kWh/100 km,0 G/KM,2.200,440,83
GWM,Steed,2.4 GPL Premium 4WD,28.018,510,180,173,5,-,3/100.000,Gpl,2.378,4,150 CV/110 KW,nd,nd,220,150,nd,nd,224 G/KM,1.847,614,nd
GWM,Steed,2.4 GPL Premium Lungo 4WD,28.818,510,180,173,5,-,3/100.000,Gpl,2.378,4,150 CV/110 KW,nd,nd,220,150,nd,nd,224 G/KM,1.847,614,nd
GWM,Steed,2.4 GPL Work 4WD,25.578,510,180,173,5,-,3/100.000,Gpl,2.378,4,150 CV/110 KW,nd,nd,220,150,nd,nd,224 G/KM,1.847,614,nd
GWM,Steed,2.4 GPL Work Lungo 4WD,26.378,510,180,173,5,-,3/100.000,Gpl,2.378,4,150 CV/110 KW,nd,nd,220,150,nd,nd,224 G/KM,1.847,614,nd
GWM,Wey 03,2.0 Plug-in Hybrid,nd,467,189,173,5,352/1289,3/100.000,plug-in benzina PHEV,1.998,4,367 CV/270 KW,204 CV/150 KW,nd,500,230,nd,nd,15 G/KM,2.100,124,nd
GWM,Wey 03,2.0 Plug-in Hybrid AWD,nd,467,189,173,5,352/1289,3/100.000,plug-in benzina PHEV,1.998,4,442 CV/325 KW,204 CV/150 KW,nd,685,230,nd,nd,15 G/KM,2.220,136,nd
GWM,Wey 05,2.0 Plug-in Hybrid,nd,487,196,169,5,-,3/100.000,plug-in benzina PHEV,0,0,476 CV/350 KW,nd,nd,847,235,nd,nd,12 G/KM,2.335,146,nd
ICH-X,K2,2.0 Turbo Diesel 4x4,51.500,465,193,187,5,532/965,5/100.000,gasolio,1.968,4,162 CV/119 KW,nd,nd,380,160,"10,3 l/100 Km",nd,272 G/KM,2.105,nd,nd
ICH-X,K3,2.0 Turbo 238 CV Gpl,45.900,479,201,188,5,-,5/100.000,Gpl,1.998,4,238 CV/175 KW,nd,nd,359,185,"13,1 l/100 Km",nd,213 G/KM,1.880,nd,nd
ICH-X,K3,2.0 Turbo 245 CV,43.900,479,201,188,5,-,5/100.000,benzina,1.998,4,245 CV/180 KW,nd,nd,375,185,"9,8 l/100 Km",nd,223 G/KM,1.860,nd,nd
Jaecoo,7,1.5 PHEV Exclusive,40.900,450,187,167,5,500-584/1265-1349,7/150.000,plug-in benzina PHEV,1.500,4,347 CV/255 KW,143 CV/105 KW,nd,nd,180,nd,nd,23 G/KM,1.795,91,nd
Jaecoo,7,1.5 PHEV Premium,38.900,450,187,167,5,500-584/1265-1349,7/150.000,plug-in benzina PHEV,1.500,4,347 CV/255 KW,143 CV/105 KW,nd,nd,180,nd,nd,23 G/KM,1.795,91,nd
Jaecoo,7,1.6 TGDI Exclusive AWD,37.900,450,187,167,5,500-584/1265-1349,7/150.000,benzina,1.598,4,147 CV/108 KW,nd,nd,275,180,"7,5 l/100 Km",nd,169-182 G/KM,1.524-1.649,nd,nd
Jaecoo,7,1.6 TGDI Premium,33.900,450,187,167,5,500-584/1265-1349,7/150.000,benzina,1.598,4,147 CV/108 KW,nd,nd,275,180,"7,5 l/100 Km",nd,169-182 G/KM,1.524-1.649,nd,nd
Leapmotor,C10,70 kWh,37.400,474,190,168,5,400-435/1375-1410,3/100.000,elettrica,nd,nd,218 CV/160 KW,nd,109 CV/80 KW,320,170,nd,"18,8 kWh/100 km",0 G/KM,1.980,424,69
Leapmotor,C10,70 kWh Design,38.900,474,190,168,5,400-435/1375-1410,3/100.000,elettrica,nd,nd,218 CV/160 KW,nd,109 CV/80 KW,320,170,nd,"18,8 kWh/100 km",0 G/KM,1.980,424,69
